"Affiliation","Corrected_Affiliation","Affiliation_Used","Frequency","lat","lon","display_name","country","state","city","country_from_coords"
"Dartmouth College","NA","Dartmouth College",2,43.7046756,-72.2942089,"Dartmouth College, I 91, Pompanoosuc, Norwich, Windsor County, Vermont, 03755, United States",NA,NA,NA,"United States of America"
"Department of Political and Social Sciences, European University Institute","NA","Department of Political and Social Sciences, European University Institute",2,NA,NA,NA,NA,NA,NA,NA
"ETH Zürich, Switzerland","NA","ETH Zürich, Switzerland",2,NA,NA,NA,NA,NA,NA,NA
"ETH Züruich","NA","ETH Züruich",2,NA,NA,NA,NA,NA,NA,NA
"European University Institute; Potsdam University","NA","European University Institute; Potsdam University",2,NA,NA,NA,NA,NA,NA,NA
"Free University of Berlin","NA","Free University of Berlin",2,NA,NA,NA,NA,NA,NA,NA
"Geneva Graduate Institute Department of International Relations and Political Science","NA","Geneva Graduate Institute Department of International Relations and Political Science",2,NA,NA,NA,NA,NA,NA,NA
"German Institute of Development Sustainability (IDOS)","NA","German Institute of Development Sustainability (IDOS)",2,NA,NA,NA,NA,NA,NA,NA
"German Institute of Development and Sustainability (IDOS)","NA","German Institute of Development and Sustainability (IDOS)",2,NA,NA,NA,NA,NA,NA,NA
"German Socio-Economic Panel Study, DIW Berlin","NA","German Socio-Economic Panel Study, DIW Berlin",2,NA,NA,NA,NA,NA,NA,NA
"Ghent University; United Nations University Institute on Comparative Regional Integration Studies (UNU-CRIS)","NA","Ghent University; United Nations University Institute on Comparative Regional Integration Studies (UNU-CRIS)",2,NA,NA,NA,NA,NA,NA,NA
"HUN REN","NA","HUN REN",2,NA,NA,NA,NA,NA,NA,NA
"Harvard Kennedy School","NA","Harvard Kennedy School",2,NA,NA,NA,NA,NA,NA,NA
"Institute of Political Science, Heidelberg University, Germany; Ruprecht-Karls-Universität Heidelberg; WZB Berlin Social Science Center","Heidelberg University; Heidelberg University","Heidelberg University",2,49.4186002,8.6692402,"Universität Heidelberg, Uferstraße, Neuenheim, Heidelberg, Baden-Württemberg, 69120, Deutschland",NA,NA,NA,"Germany"
"Hochschule für Politik / Technical University of Munich","NA","Hochschule für Politik / Technical University of Munich",2,NA,NA,NA,NA,NA,NA,NA
"IE University, Department of Political Science and International Relations","NA","IE University, Department of Political Science and International Relations",2,NA,NA,NA,NA,NA,NA,NA
"Indian Institute of Technology Kanpur","NA","Indian Institute of Technology Kanpur",2,26.513188,80.2364843,"Indian Institute of Technology Kanpur, Lane 11, Kanpur, Kanpur Nagar, Uttar Pradesh, 208016, India",NA,NA,NA,"India"
"Institut Barcelona d'Estudis Internacionals (IBEI)","NA","Institut Barcelona d'Estudis Internacionals (IBEI)",2,NA,NA,NA,NA,NA,NA,NA
"Institute for Public Goods and Policies (CSIC)","NA","Institute for Public Goods and Policies (CSIC)",2,NA,NA,NA,NA,NA,NA,NA
"Institute of Political Science, University of Bern","NA","Institute of Political Science, University of Bern",2,NA,NA,NA,NA,NA,NA,NA
"Johns Hopkins University","NA","Johns Hopkins University",2,39.3302022,-76.6218536,"Johns Hopkins University, 3400, North Charles Street, Charles Village, Baltimore, Maryland, 21218, United States",NA,NA,NA,"United States of America"
"Kristianstad University","NA","Kristianstad University",2,56.0481822,14.1457312,"Högskolan Kristianstad, Kanslivägen, Näsby, Kristianstad, Kristianstads kommun, Skåne län, 291 88, Sverige",NA,NA,NA,"Sweden"
"LUISS University","NA","LUISS University",2,41.9215052,12.5132907,"LUISS, Via Parenzo, Trieste, Municipio Roma II, Roma, Roma Capitale, Lazio, 00199, Italia",NA,NA,NA,"Italy"
"Louisiana State University","NA","Louisiana State University",2,30.4062005,-91.1854129,"Louisiana State University, Iowa Street, University Terrace, Baton Rouge, East Baton Rouge Parish, Louisiana, 70803, United States",NA,NA,NA,"United States of America"
"Ludwig Maximilian University of Munich","NA","Ludwig Maximilian University of Munich",2,NA,NA,NA,NA,NA,NA,NA
"Ludwig Maximilians University of Munich","NA","Ludwig Maximilians University of Munich",2,48.1521649,11.581535,"Institut für Statistik der LMU, 33, Ludwigstraße, Universität, Maxvorstadt, München, Bayern, 80539, Deutschland",NA,NA,NA,"Germany"
"Masaryk University, Brno","NA","Masaryk University, Brno",2,NA,NA,NA,NA,NA,NA,NA
"Munich School of Politics and Public Policy, Technical University of Munich (TUM)","NA","Munich School of Politics and Public Policy, Technical University of Munich (TUM)",2,NA,NA,NA,NA,NA,NA,NA
"Norwegian Research Centre (NORCE)","NA","Norwegian Research Centre (NORCE)",2,NA,NA,NA,NA,NA,NA,NA
"Norwegian University of Science and Technology","NA","Norwegian University of Science and Technology",2,63.4480238,10.4536394,"NTNU Ringve botaniske hage, Fagerheim allé, Østmarkneset, Hasselbakken, Østbyen, Trondheim, Trøndelag, 7041, Norge",NA,NA,NA,"Norway"
"Osnabrueck University","NA","Osnabrueck University",2,52.2709366,8.0457026,"Universität Osnabrück - Standort Innenstadt, Arndtplatz, Vordere Wüste, Wüste, Osnabrück, Niedersachsen, 49080, Deutschland",NA,NA,NA,"Germany"
"Otto Suhr Institute of Political Science, Freie Universität Berlin","NA","Otto Suhr Institute of Political Science, Freie Universität Berlin",2,NA,NA,NA,NA,NA,NA,NA
"Palacký University Olomouc","NA","Palacký University Olomouc",2,NA,NA,NA,NA,NA,NA,NA
"Peace Research Institute Oslo","NA","Peace Research Institute Oslo",2,NA,NA,NA,NA,NA,NA,NA
"Penn State","NA","Penn State",2,40.8025835,-77.8559383,"Penn State University, West Cherry Lane, Krumrine, Ferguson Township, Centre County, Pennsylvania, 16803, United States",NA,NA,NA,"United States of America"
"Pennsylvania State University","NA","Pennsylvania State University",2,40.8025835,-77.8559383,"Penn State University, West Cherry Lane, Krumrine, Ferguson Township, Centre County, Pennsylvania, 16803, United States",NA,NA,NA,"United States of America"
"Postdoctoral Researcher","NA","Postdoctoral Researcher",2,NA,NA,NA,NA,NA,NA,NA
"Professor at European University Institute","NA","Professor at European University Institute",2,NA,NA,NA,NA,NA,NA,NA
"Queen's University Belfast","NA","Queen's University Belfast",2,54.5842881,-5.9336562,"Queen's University Belfast, Colenso Parade, Queen's Quarter, Belfast, County Antrim, Northern Ireland / Tuaisceart Éireann, BT9 5EX, United Kingdom",NA,NA,NA,"United Kingdom"
"RHUL","NA","RHUL",2,51.4244496,-0.5642561,"Royal Holloway, South Road, Englefield Green, Runnymede, Surrey, England, TW20 0RL, United Kingdom",NA,NA,NA,"United Kingdom"
"RWI - Leibniz Institute for Economic Research","NA","RWI - Leibniz Institute for Economic Research",2,NA,NA,NA,NA,NA,NA,NA
"Rice University","NA","Rice University",2,29.7167915,-95.4047811,"Rice University, 6100, Main Street, Houston, Harris County, Texas, 77005, United States",NA,NA,NA,"United States of America"
"SWPS University","NA","SWPS University",2,52.2483057,21.0653898,"Uniwersytet SWPS, 19/31, Chodakowska, Kamionek, Praga-Południe, Warszawa, województwo mazowieckie, 03-815, Polska",NA,NA,NA,"Poland"
"Seoul National University","NA","Seoul National University",2,37.46691,126.94771,"서울대학교, 신림로, 녹두거리, 대학동, 관악구, 서울특별시, 08825, 대한민국",NA,NA,NA,"South Korea"
"Spanish Research Council, IPP (CSIC)","NA","Spanish Research Council, IPP (CSIC)",2,NA,NA,NA,NA,NA,NA,NA
"Tecnologico de Monterrey; Tecnológico de Monterrey","Tecnológico de Monterrey; NA","Tecnológico de Monterrey",2,25.6509078,-100.2893611,"Tecnológico de Monterrey, Calle Filósofos, Tecnológico, Monterrey, Nuevo León, 64840, México",NA,NA,NA,"Mexico"
"Texas A& M University (TAMU); Texas A&M","Texas A&M; NA","Texas A&M",2,35.5934765,-105.7659817,"Texas A, Oak Road, Glorieta Camps, Glorieta, Santa Fe County, New Mexico, 87535, United States",NA,NA,NA,"United States of America"
"Texas Tech University","NA","Texas Tech University",2,33.5937525,-101.8995955,"Texas Tech University, 2500, Broadway, Lubbock, Lubbock County, Texas, 79409, United States",NA,NA,NA,"United States of America"
"The Ohio State University","NA","The Ohio State University",2,40.0056802,-83.0286612,"The Ohio State University, 281, West Lane Avenue, Carmenton, Columbus, Sharon, Franklin County, Ohio, 43210, United States",NA,NA,NA,"United States of America"
"The University of Hong Kong","NA","The University of Hong Kong",2,22.2826975,114.138455,"香港大學 The University of Hong Kong, 薄扶林道 Pok Fu Lam Road, 石塘咀 Shek Tong Tsui, 中西區 Central and Western District, 香港島 Hong Kong Island, 香港 Hong Kong, 中国",NA,NA,NA,"Hong Kong"
"Toulouse School of Economics","NA","Toulouse School of Economics",2,NA,NA,NA,NA,NA,NA,NA
"UC","NA","UC",2,43.4714972,-3.8018803,"UNICAN, Avenida de los Castros, Barrio La Torre, Santander, Cantabria, 39005, España",NA,NA,NA,"Spain"
"UC Riverside","NA","UC Riverside",2,33.9642576,-117.3398097,"University of California, Riverside, 900, University Avenue, Riverside, Riverside County, California, 92521, United States",NA,NA,NA,"United States of America"
"Universidad Nacional de Educación a Distancia","NA","Universidad Nacional de Educación a Distancia",2,19.4290928,-99.1581155,"Universidad Nacional de Educación a Distancia, Calle Berlín, Juárez, Ciudad de México, Cuauhtémoc, Ciudad de México, 06600, México",NA,NA,NA,"Mexico"
"Universidad de los Andes","NA","Universidad de los Andes",2,4.6014026,-74.064905,"Universidad de los Andes, Carrera 2A, Las Aguas, UPZ La Candelaria, Bogotá, Bogotá, Distrito Capital, RAP (Especial) Central, 111711, Colombia",NA,NA,NA,"Colombia"
"Universitat de Valencia","NA","Universitat de Valencia",2,39.4604817,-0.3600927,"Universitat de València, 9, Carrer de l'Alcalde Reig, Montolivet, Quatre Carreres, València, Comarca de València, València / Valencia, Comunitat Valenciana, 46023, España",NA,NA,NA,"Spain"
"Universite Paris Saclay","NA","Universite Paris Saclay",2,48.7875098,2.3285887,"IUT de Cachan - Université Paris-Saclay, 9, Avenue de la Division Leclerc, Cité-Jardins, Cachan, L'Haÿ-les-Roses, Val-de-Marne, France métropolitaine, 94230, France",NA,NA,NA,"France"
"University of Bologna, Department of Political and Social Sciences","NA","University of Bologna, Department of Political and Social Sciences",2,NA,NA,NA,NA,NA,NA,NA
"University of Calgary","NA","University of Calgary",2,51.0799978,-114.1229561,"University, Crowchild Trail NW, Banff Trail, Calgary, Alberta, T2M 4K6, Canada",NA,NA,NA,"Canada"
"University of California, Riverside","NA","University of California, Riverside",2,NA,NA,NA,NA,NA,NA,NA
"University of Greifswald","NA","University of Greifswald",2,54.0894347,13.4048743,"Universität Greifswald, Samtens, West-Rügen, Vorpommern-Rügen, Mecklenburg-Vorpommern, 17491, Deutschland",NA,NA,NA,"Germany"
"University of Illinois Urbana-Champaign; University of Illinois, Urbana-Champaign","University of Illinois, Urbana-Champaign; NA","University of Illinois, Urbana-Champaign",2,40.0761545,-88.2233134,"University of Illinois Urbana-Champaign, Boudreau Circle, Urbana, Champaign County, Illinois, 61801, United States",NA,NA,NA,"United States of America"
"University of International and Business Economics","NA","University of International and Business Economics",2,39.977598,116.4215242,"对外经济贸易大学, 惠中大道, 小关街道, 朝阳区, 北京市, 100029, 中国",NA,NA,NA,"China"
"University of Lausanne","NA","University of Lausanne",2,46.5225695,6.5809499,"Université de Lausanne, Route de Chavannes, Lausanne, District de Lausanne, Vaud, 1020, Schweiz/Suisse/Svizzera/Svizra",NA,NA,NA,"Switzerland"
"School of Politics and International Studies of the University of Leeds.; University of Leeds","University of Leeds; NA","University of Leeds",2,53.8057925,-1.555111,"University of Leeds, Cromer Street, Woodhouse Carr, Woodhouse, Leeds, West Yorkshire, England, LS2 9JY, United Kingdom",NA,NA,NA,"United Kingdom"
"University of Louvain and CEPR","NA","University of Louvain and CEPR",2,NA,NA,NA,NA,NA,NA,NA
"University of Melbourne","NA","University of Melbourne",2,-37.8241371,144.9170886,"University of Melbourne (Future Fishermans Bend Campus), Fishermans Bend, Port Melbourne, Melbourne, City of Melbourne, Victoria, 3207, Australia",NA,NA,NA,"Australia"
"University of Milano-Bicocca, Department of Sociology and Social Research","NA","University of Milano-Bicocca, Department of Sociology and Social Research",2,NA,NA,NA,NA,NA,NA,NA
"University of North Carolina at Chapel Hill","NA","University of North Carolina at Chapel Hill",2,35.9050353,-79.0477533,"University of North Carolina at Chapel Hill, Fordham Boulevard South, Chapel Hill, Orange County, North Carolina, 27599, United States",NA,NA,NA,"United States of America"
"University of North Carolina at Chapel Hill; Robert Schuman Centre for Advanced Studies, European University Institute; University of North Carolina-Chapel Hill","University of North Carolina-Chapel Hill; NA","University of North Carolina-Chapel Hill",2,35.9050353,-79.0477533,"University of North Carolina at Chapel Hill, Fordham Boulevard South, Chapel Hill, Orange County, North Carolina, 27599, United States",NA,NA,NA,"United States of America"
"University of Oklahoma","NA","University of Oklahoma",2,35.4894285,-97.5387128,"University, Oklahoma City, Oklahoma County, Oklahoma, United States",NA,NA,NA,"United States of America"
"University of Saarland","NA","University of Saarland",2,49.2542853,7.0415071,"Universität des Saarlandes, Campus, Universität, St. Johann, Bezirk Mitte, Saarbrücken, Regionalverband Saarbrücken, Saarland, 66123, Deutschland",NA,NA,NA,"Germany"
"University of Stuttgart, Department of Political Science and Political Sociology.","NA","University of Stuttgart, Department of Political Science and Political Sociology.",2,NA,NA,NA,NA,NA,NA,NA
"University of Toronto; University of Toronto, Canada","NA; University of Toronto","University of Toronto",2,43.663462,-79.3977597,"University of Toronto, St. Mary Street, Clover Hill, Toronto Centre, Toronto, Golden Horseshoe, Ontario, M4Y 2R4, Canada",NA,NA,NA,"Canada"
"University of Wisconsin - Madison","NA","University of Wisconsin - Madison",2,43.0802745,-89.4309587,"University of Wisconsin-Madison, Du Rose Terrace, Rocky Bluff, Madison, Dane County, Wisconsin, 53705, United States",NA,NA,NA,"United States of America"
"Université de Namur; Université de Namur; World Inequality Lab, Paris School of Economics","NA; Université de Namur","Université de Namur",2,50.4663739,4.8585708,"UNamur, Place du Palais de Justice, Bomel, Namur, Fernelmont, Namur, Wallonie, 5000, België / Belgique / Belgien",NA,NA,NA,"Belgium"
"Vilnius University","NA","Vilnius University",2,54.682847,25.2878406,"Vilniaus universitetas, Pilies g., Senamiestis, Senamiesčio seniūnija, Vilnius, Vilniaus miesto savivaldybė, Vilniaus apskritis, 01403, Lietuva",NA,NA,NA,"Lithuania"
"Washington University St. Louis; Washington University in St. Louis (WashU)","NA; Washington University St. Louis","Washington University St. Louis",2,38.6472402,-90.3084017,"Washington University in St. Louis, Centennial Greenway, Saint Louis, Saint Louis County, Missouri, 63130, United States",NA,NA,NA,"United States of America"
"Wirtschaftsuniversität Wien","NA","Wirtschaftsuniversität Wien",2,48.2138034,16.4081745,"Wirtschaftsuniversität Wien, 1, Welthandelsplatz, KG Leopoldstadt, Leopoldstadt, Wien, 1020, Österreich",NA,NA,NA,"Austria"
"Yeditepe University","NA","Yeditepe University",2,40.9713319,29.1506076,"Yeditepe Üniversitesi, Çamoluk Sokağı, İnönü Mahallesi, Ataşehir, İstanbul, Marmara Bölgesi, 34755, Türkiye",NA,NA,NA,"Turkey"
"Åbo Akademi University","NA","Åbo Akademi University",2,60.4534537,22.2794289,"Åbo Akademi, Kasarminkatu, Kasarmialue, I, Keskusta, Turku, Turun seutukunta, Varsinais-Suomi, Manner-Suomi, 20500, Suomi / Finland",NA,NA,NA,"Finland"
"Aix-Marseille School of Economics","NA","Aix-Marseille School of Economics",1,NA,NA,NA,NA,NA,NA,NA
"Alexandru Ioan Cuza University","NA","Alexandru Ioan Cuza University",1,47.1742067,27.5713755,"Universitatea Alexandru Ioan Cuza din Iași, 11, Bulevardul Carol I, Copou, Păcurari, Iași, Zona Metropolitană Iași, Iași, 700506, România",NA,NA,NA,"Romania"
"Arkansas State University","NA","Arkansas State University",1,35.8447472,-90.6726256,"Arkansas State University, 2105, Aggie Road, Jonesboro, Craighead County, Arkansas, 72401, United States",NA,NA,NA,"United States of America"
"Australian National University; University of Southampton","NA","Australian National University; University of Southampton",1,NA,NA,NA,NA,NA,NA,NA
"Bahcesehir University","NA","Bahcesehir University",1,41.0418504,29.0096979,"BAU Beşiktaş, İskele Yolu, Çırağan, Yıldız Mahallesi, Beşiktaş, İstanbul, Marmara Bölgesi, 34349, Türkiye",NA,NA,NA,NA
"Bank of England","NA","Bank of England",1,NA,NA,NA,NA,NA,NA,NA
"Birkbeck University of London","NA","Birkbeck University of London",1,51.5218449,-0.1302155,"Birkbeck College, Malet Street, Saint Giles, Bloomsbury, London Borough of Camden, London, Greater London, England, WC1E 7HX, United Kingdom",NA,NA,NA,"United Kingdom"
"Bowdoin College","NA","Bowdoin College",1,45.5829865,-122.7279919,"North Bowdoin Street, University Park, Portland, Multnomah County, Oregon, 97203, United States",NA,NA,NA,"United States of America"
"CEGA, University of Berkeley","NA","CEGA, University of Berkeley",1,NA,NA,NA,NA,NA,NA,NA
"CREST, Ecole Polytechnique","NA","CREST, Ecole Polytechnique",1,NA,NA,NA,NA,NA,NA,NA
"Cairo University","NA","Cairo University",1,30.0268119,31.2059186,"جامعة القاهرة, شارع صلاح سالم, الجيزة, 12541, مصر",NA,NA,NA,"Egypt"
"California State University, Los Angeles","NA","California State University, Los Angeles",1,34.0664949,-118.1671415,"California State University Los Angeles, 5151, State University Drive, East Los Angeles, Los Angeles County, California, 90032, United States",NA,NA,NA,"United States of America"
"Carnegie Mellon University","NA","Carnegie Mellon University",1,40.4441897,-79.9427192,"Carnegie Mellon University, Schenley Drive, Panther Hollow, Central Oakland, Pittsburgh, Allegheny County, Pennsylvania, 15213, United States",NA,NA,NA,"United States of America"
"Centre d'Études et de Recherches sur le Développement International (CEDRI)","NA","Centre d'Études et de Recherches sur le Développement International (CEDRI)",1,NA,NA,NA,NA,NA,NA,NA
"Centre for Advances Internet Studies Bochum","NA","Centre for Advances Internet Studies Bochum",1,NA,NA,NA,NA,NA,NA,NA
"Centre for Policy Research","NA","Centre for Policy Research",1,NA,NA,NA,NA,NA,NA,NA
"Centro de Estudios en Democracia y Asuntos Electorales","NA","Centro de Estudios en Democracia y Asuntos Electorales",1,NA,NA,NA,NA,NA,NA,NA
"Chalmers University of Technology","NA","Chalmers University of Technology",1,57.6897462,11.9765259,"Chalmers Tekniska Högskola, Pontus Wiknersgatan, Johanneberg, Centrum, Göteborg, Göteborgs Stad, Västra Götalands län, 411 32, Sverige",NA,NA,NA,"Sweden"
"Charles University","NA","Charles University",1,60.4518905,22.2791628,"Charles (Carlo) Bassi, Rothoviuksenkatu, Kasarmialue, I, Keskusta, Turku, Turun seutukunta, Varsinais-Suomi, Manner-Suomi, 20500, Suomi / Finland",NA,NA,NA,"Finland"
"City University London","NA","City University London",1,53.0028801,-2.2128877,"Royal Stoke University Hospital, Newcastle Road, Springfields, Stoke, Stoke-on-Trent, England, ST4 6QG, United Kingdom",NA,NA,NA,"United Kingdom"
"City University of New York","NA","City University of New York",1,40.7292053,-73.9950148,"New York University, Sullivan Street, University Village, Manhattan, New York County, City of New York, New York, 10012, United States",NA,NA,NA,NA
"Concordia College","NA","Concordia College",1,45.495244,-73.5785815,"Concordia University (SGW Campus), Rue Saint-Marc, Ville-Marie, Montréal, Agglomération de Montréal, Montréal (région administrative), Québec, H3H 2G4, Canada",NA,NA,NA,"Canada"
"Corvinus University of Budapest","NA","Corvinus University of Budapest",1,47.4862802,19.0581091,"Budapesti Corvinus Egyetem, 8, Fővám tér, Belső-Ferencváros, IX. kerület, Budapest, Közép-Magyarország, 1093, Magyarország",NA,NA,NA,"Hungary"
"Democracy Reporting International, Democracia em Xeque Institute","Democracia em Xeque Institute","Democracia em Xeque Institute",1,NA,NA,NA,NA,NA,NA,NA
"Deusto University","NA","Deusto University",1,43.2713665,-2.9386884,"Universidad de Deusto, Avenida de las Universidades / Unibertsitate etorbidea, Deustuko Doneperiaga, San Pedro de Deusto-La Ribera, Deusto, Bilbao, Bizkaia, Euskadi, 48011, España",NA,NA,NA,"Spain"
"Division of Social Science, New York University Abu Dhabi","NA","Division of Social Science, New York University Abu Dhabi",1,NA,NA,NA,NA,NA,NA,NA
"Division of Social Sciences, Ahmedabad University","NA","Division of Social Sciences, Ahmedabad University",1,NA,NA,NA,NA,NA,NA,NA
"Dublin City University","NA","Dublin City University",1,53.3855163,-6.2589563,"Inter Faith Centre (M), Collins Avenue, Whitehall A Ward 1986, Dublin, County Dublin, Leinster, D09 W5K6, Éire / Ireland",NA,NA,NA,"Ireland"
"ENS, Institut Jean Nicod","NA","ENS, Institut Jean Nicod",1,NA,NA,NA,NA,NA,NA,NA
"East Carolina University","NA","East Carolina University",1,35.6328512,-77.4852672,"East Carolina University, 1001, East 5th Street, Uptown District, Greenville, Pitt County, North Carolina, 27858, United States",NA,NA,NA,"United States of America"
"EconomiX, CNRS, Université Paris Nanterre","NA","EconomiX, CNRS, Université Paris Nanterre",1,NA,NA,NA,NA,NA,NA,NA
"Economist, Amazon.com","NA","Economist, Amazon.com",1,NA,NA,NA,NA,NA,NA,NA
"Emory University","NA","Emory University",1,33.8004546,-84.3172378,"Emory University, 201, Peavine Creek spur, Atlanta, DeKalb County, Georgia, 30322, United States",NA,NA,NA,"United States of America"
"European Centre for Social Welfare Policy and Research","NA","European Centre for Social Welfare Policy and Research",1,NA,NA,NA,NA,NA,NA,NA
"European Stability Mechanism","NA","European Stability Mechanism",1,NA,NA,NA,NA,NA,NA,NA
"FLACSO Paraguay","NA","FLACSO Paraguay",1,NA,NA,NA,NA,NA,NA,NA
"FORESIGHT Institute","NA","FORESIGHT Institute",1,33.4220356,-111.7848374,"Foresight Financial Services, 2135, East University Drive, Mesa, Maricopa County, Arizona, 85213, United States",NA,NA,NA,"United States of America"
"FORS","NA","FORS",1,29.6283673,52.5181595,"دانشکده مهندسی دانشگاه شیراز, خیابان ملاصدرا, ملاصدرا, منطقه ۱, شیراز, بخش مرکزی شیراز, شهرستان شیراز, استان فارس, 71346-44695, ایران",NA,NA,NA,"Iran"
"Faculty of Sociology, Bielefeld University","NA","Faculty of Sociology, Bielefeld University",1,NA,NA,NA,NA,NA,NA,NA
"Free University of Bozen-Bolzano","NA","Free University of Bozen-Bolzano",1,46.498298,11.3501018,"Freie Universität Bozen - Libera Università di Bolzano, 1, Piazza Università - Universitätsplatz, Centro Storico - Altstadt, Centro-Piani-Rencio - Zentrum-Bozner Boden-Rentsch, Bolzano - Bozen, Trentino-Alto Adige/Südtirol, 39100, Italia",NA,NA,NA,"Italy"
"Freie Universität Berlin","NA","Freie Universität Berlin",1,52.4528564,13.2907249,"Freie Universität Berlin, Kamillenstraße, Lichterfelde West, Dahlem, Steglitz-Zehlendorf, Berlin, 14195, Deutschland",NA,NA,NA,"Germany"
"Freie Universität, Berlin","NA","Freie Universität, Berlin",1,NA,NA,NA,NA,NA,NA,NA
"Frisch Centre","NA","Frisch Centre",1,NA,NA,NA,NA,NA,NA,NA
"Geneva Graduate Institute","NA","Geneva Graduate Institute",1,NA,NA,NA,NA,NA,NA,NA
"George Washington University","NA","George Washington University",1,38.8998938,-77.0474483,"George Washington University, Ward 2, Washington, District of Columbia, 20037, United States",NA,NA,NA,"United States of America"
"Georgetown University in Qatar","NA","Georgetown University in Qatar",1,NA,NA,NA,NA,NA,NA,NA
"Georgia State University","NA","Georgia State University",1,33.7535889,-84.3854209,"Georgia State University, 33, Gilmer Street Southeast, Georgia State, Old Fourth Ward, Atlanta, Fulton County, Georgia, 30303, United States",NA,NA,NA,"United States of America"
"Georgia State University; The Carter Center","NA","Georgia State University; The Carter Center",1,NA,NA,NA,NA,NA,NA,NA
"German Institute for Global and Area Studies (GIGA)","NA","German Institute for Global and Area Studies (GIGA)",1,NA,NA,NA,NA,NA,NA,NA
"Ghent University; Vrije Universiteit Brussel","NA","Ghent University; Vrije Universiteit Brussel",1,NA,NA,NA,NA,NA,NA,NA
"Grenoble Alpes University","NA","Grenoble Alpes University",1,44.9341217,4.9030427,"Université Grenoble Alpes, Avenue de Romans, Barnave, Valence, Drôme, Auvergne-Rhône-Alpes, France métropolitaine, 26000, France",NA,NA,NA,"France"
"HUN-REN CERS; CEU","NA","HUN-REN CERS; CEU",1,NA,NA,NA,NA,NA,NA,NA
"HUN-REN CERS; Central European University","NA","HUN-REN CERS; Central European University",1,NA,NA,NA,NA,NA,NA,NA
"IBEI","NA","IBEI",1,NA,NA,NA,NA,NA,NA,NA
"ICADE","NA","ICADE",1,40.4295621,-3.7114547,"Universidad Pontificia Comillas - ICADE, 23, Calle de Alberto Aguilera, Malasaña, Universidad, Chamberí, Centro, Madrid, Comunidad de Madrid, 28015, España",NA,NA,NA,"Spain"
"IEE, LED, Université Paris","NA","IEE, LED, Université Paris",1,NA,NA,NA,NA,NA,NA,NA
"IPP, CSIC","NA","IPP, CSIC",1,NA,NA,NA,NA,NA,NA,NA
"ISCTE-Lisbon University","NA","ISCTE-Lisbon University",1,38.7486143,-9.1540202,"ISCTE - Instituto Universitário de Lisboa, Avenida das Forças Armadas, Campo Grande, Alvalade, Lisboa, 1649-026, Portugal",NA,NA,NA,"Portugal"
"Independent Researcher","NA","Independent Researcher",1,NA,NA,NA,NA,NA,NA,NA
"Independent researcher","NA","Independent researcher",1,NA,NA,NA,NA,NA,NA,NA
"India Institute of Management Bangalore","NA","India Institute of Management Bangalore",1,12.8955829,77.6026219,"Indian Institute of Management Bangalore, Bannerghatta Road, Dollars Colony, Hulimavu, BTM Layout, Bengaluru, Bangalore South, Bengaluru Urban, Karnataka, 560076, India",NA,NA,NA,"India"
"Indian Institute of Technology Gandhinagar","NA","Indian Institute of Technology Gandhinagar",1,NA,NA,NA,NA,NA,NA,NA
"Indiana University","NA","Indiana University",1,39.1802358,-86.5093526,"Indiana University Bloomington, SR 45;SR 46, Bloomington, Monroe County, Indiana, 47408, United States",NA,NA,NA,"United States of America"
"Indiana University Bloomington","NA","Indiana University Bloomington",1,39.1802358,-86.5093526,"Indiana University Bloomington, SR 45;SR 46, Bloomington, Monroe County, Indiana, 47408, United States",NA,NA,NA,"United States of America"
"Insper","NA","Insper",1,-23.5987249,-46.6764305,"Insper, 300, Rua Quatá, Vila Olímpia, Itaim Bibi, São Paulo, Região Imediata de São Paulo, Região Metropolitana de São Paulo, São Paulo, Região Sudeste, 04546-042, Brasil",NA,NA,NA,"Brazil"
"Institut Barcelona d'Estudis Internacionals","NA","Institut Barcelona d'Estudis Internacionals",1,NA,NA,NA,NA,NA,NA,NA
"Institute for Political Science, University of Münster","NA","Institute for Political Science, University of Münster",1,NA,NA,NA,NA,NA,NA,NA
"Institute of Development Economics, Japan External Trade Organization","NA","Institute of Development Economics, Japan External Trade Organization",1,NA,NA,NA,NA,NA,NA,NA
"Institute of Geography, Economics, and Demography, CSIC","NA","Institute of Geography, Economics, and Demography, CSIC",1,NA,NA,NA,NA,NA,NA,NA
"Institute of Law, Politics, and Development Sant'Anna School of Advanced Studies","NA","Institute of Law, Politics, and Development Sant'Anna School of Advanced Studies",1,NA,NA,NA,NA,NA,NA,NA
"Institute of Policies and Public Goods, CSIC","NA","Institute of Policies and Public Goods, CSIC",1,NA,NA,NA,NA,NA,NA,NA
"Institute of Public Goods and Policies (CSIC)","NA","Institute of Public Goods and Policies (CSIC)",1,NA,NA,NA,NA,NA,NA,NA
"Institute of Public Goods and Policies, CSIC","NA","Institute of Public Goods and Policies, CSIC",1,NA,NA,NA,NA,NA,NA,NA
"Institute of Public Goods and Politics, CSIC","NA","Institute of Public Goods and Politics, CSIC",1,NA,NA,NA,NA,NA,NA,NA
"Institute of Public Goods, CSIC","NA","Institute of Public Goods, CSIC",1,NA,NA,NA,NA,NA,NA,NA
"Interdisciplinary Institute for Societal Computing, Saarland University","NA","Interdisciplinary Institute for Societal Computing, Saarland University",1,NA,NA,NA,NA,NA,NA,NA
"JPAL","NA","JPAL",1,NA,NA,NA,NA,NA,NA,NA
